銘柄コード,銘柄名称,銘柄略称
6908,イリソ電子工業,イリソ電子工業
6912,菊水ホールディングス,菊水ＨＤ
6914,オプテックスグループ,オプテックスグループ
6915,千代田インテグレ,千代インテ
6918,アバールデータ,アバール
6919,ケル,ケル
6920,レーザーテック,レーザーテック
6923,スタンレー電気,スタンレー電
6925,ウシオ電機,ウシオ電
6926,岡谷電機産業,ＯＫＡＹＡ
6927,ヘリオス　テクノ　ホールディング,ヘリオステクノＨ
6928,エノモト,エノモト
6929,日本セラミック,日セラミック
6930,日本アンテナ,日本アンテナ
6932,遠藤照明,遠藤照明
6937,古河電池,古河電池
6941,山一電機,山一電機
6942,ソフィアホールディングス,ソフィアＨＤ
6943,ＮＫＫスイッチズ,ＮＫＫ
6946,日本アビオニクス,日アビオ
6947,図研,図研
6951,日本電子,日電子
6952,カシオ計算機,カシオ計
6954,ファナック,ファナック
6955,ＦＤＫ,ＦＤＫ
6957,芝浦電子,芝浦電子
6958,日本シイエムケイ,ＣＭＫ
6960,フクダ電子,フクダ電子
6961,エンプラス,エンプラス
6962,大真空,大真空
6963,ローム,ローム
6964,サンコー,サンコー
6965,浜松ホトニクス,浜松ホトニク
6966,三井ハイテック,三井ハイテク
6969,松尾電機,松尾電機
6971,京セラ,京セラ
6973,協栄産業,協栄産
6976,太陽誘電,太陽誘電
6977,日本抵抗器製作所,日抵抗器
6981,村田製作所,村田製
6982,リード,リード
6986,双葉電子工業,双葉電子
6988,日東電工,日東電
6989,北陸電気工業,北電工業
6993,大黒屋ホールディングス,大黒屋
6994,指月電機製作所,指月電
6995,東海理化電機製作所,東海理電
6996,ニチコン,ニチコン
6997,日本ケミコン,日ケミコン
6998,日本タングステン,日タングス
6999,ＫＯＡ,ＫＯＡ
7003,三井Ｅ＆Ｓ,三井Ｅ＆Ｓ
7004,カナデビア,カナデビア
7011,三菱重工業,三菱重
7012,川崎重工業,川崎重
7013,ＩＨＩ,ＩＨＩ
7014,名村造船所,名村造船
7018,内海造船,内海造
7021,ニッチツ,ニッチツ
7022,サノヤスホールディングス,サノヤスＨＤ
7030,スプリックス,スプリックス
7031,インバウンドテック,Ｇ－インバウンド
7033,マネジメントソリューションズ,ＭＳＯＬ
7034,プロレド・パートナーズ,プロレドパートナーズ
7035,ａｎｄ　ｆａｃｔｏｒｙ,ａｎｆａｃ
7036,イーエムネットジャパン,Ｇ－イーエムネットＪ
7037,テノ．ホールディングス,テノ．
7038,フロンティア・マネジメント,フロンティアＭ
7039,ブリッジインターナショナルグループ,Ｇ－ブリッジグループ
7040,サン・ライフホールディング,サン・ライフＨＤ
7041,ＣＲＧホールディングス,Ｇ－ＣＲＧＨＤ
7042,アクセスグループ・ホールディングス,アクセスグループ
7043,アルー,Ｇ－アルー
7044,ピアラ,ピアラ
7046,ＴＤＳＥ,Ｇ－ＴＤＳＥ
7047,ポート,Ｇ－ポート
7048,ベルトラ,Ｇ－ベルトラ
7049,識学,Ｇ－識学
7050,フロンティアインターナショナル,Ｇ－フロンティアＩ
7056,マルク,Ｐ－マルク
7057,エヌ・シー・エヌ,エヌ・シー・エヌ
7058,共栄セキュリティーサービス,共栄セキュリティ
7059,コプロ・ホールディングス,コプロＨＤ
7060,ギークス,ギークス
7061,日本ホスピスホールディングス,Ｇ－日本ホスピス
7062,フレアス,Ｇ－フレアス
7063,Ｂｉｒｄｍａｎ,Ｇ－Ｂｉｒｄｍａｎ
7064,ハウテレビジョン,ハウテレビジョン
7065,ユーピーアール,ユーピーアール
7066,ピアズ,Ｇ－ピアズ
7067,ブランディングテクノロジー,Ｇ－ブランディング
7068,フィードフォースグループ,Ｇ－ＦフォースＧ
7069,サイバー・バズ,Ｇ－サイバー・バズ
7071,アンビスホールディングス,アンビス
7072,インティメート・マージャー,Ｇ－インテＭ
7073,ジェイック,Ｇ－ジェイック
7074,トゥエンティーフォーセブンホールディングス,Ｇ－２４７ＨＤ
7077,ＡＬｉＮＫインターネット,Ｇ－ＡＬｉＮＫ
7078,ＩＮＣＬＵＳＩＶＥ　Ｈｏｌｄｉｎｇｓ,Ｇ－ＩＮＣ　ＨＤ
7079,ＷＤＢココ,Ｇ－ＷＤＢココ
7080,スポーツフィールド,Ｇ－スポーツフィール
7081,コーユーレンティア,レンティア
7082,ジモティー,Ｇ－ジモティー
7083,ＡＨＣグループ,Ｇ－ＡＨＣグループ
7084,Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,Ｇ－ＳｍｉｌｅＨＤ
7085,カーブスホールディングス,カーブスＨＤ
7087,ウイルテック,ウイルテック
7088,フォーラムエンジニアリング,フォーラムエンジニア
7089,フォースタートアップス,Ｇ－フォースタ
7090,リグア,Ｇ－リグア
7091,リビングプラットフォーム,Ｇ－ＬＰＦ
7092,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,ＦＦＪ
7093,アディッシュ,Ｇ－アディッシュ
7094,ＮｅｘＴｏｎｅ,Ｇ－ＮｅｘＴｏｎｅ
7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,ＭａｃｂｅｅＰ
7096,ステムセル研究所,Ｇ－ステムセル研究所
7097,さくらさくプラス,Ｇ－さくらさく
7098,エージェント,Ｐ－エージェント
7102,日本車輌製造,日車輌
7105,三菱ロジスネクスト,三菱ロジスネクスト
7110,クラシコム,Ｇ－クラシコム
7111,ＩＮＥＳＴ,ＩＮＥＳＴ
7112,キューブ,Ｇ－キューブ
7114,フーディソン,Ｇ－フーディソン
7115,アルファパーチェス,アルファパーチェス
7116,ダイワ通信,ダイワ通信
7117,ミモナ,Ｐ－ミモナ
7119,ハルメクホールディングス,Ｇ－ハルメクＨＤ
7120,ＳＨＩＮＫＯ,ＳＨＩＮＫＯ
7122,近畿車輛,近畿車輌
7126,グローバルスタイル,グローバルスタイル
7127,一家ホールディングス,一家ホールディングス
7128,ユニソルホールディングス,ユニソルＨＤ
7129,ミアヘルサホールディングス,ミアヘルサＨＤ
7130,ヤマエグループホールディングス,ヤマエグループＨＤ
7131,のむら産業,のむら産業
7132,フローバル,Ｐ－フローバル
7133,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ,Ｇ－ヒュウガプライマ
7134,アップガレージグループ,アップガレージＧ
7135,ジャパンクラフトホールディングス,ジャパンクラフトＨＤ
7136,ウェルビングループ,Ｐ－ウェルビンＧ
7137,グラントマト,Ｐ－グラントマト
7138,ＴＯＲＩＣＯ,Ｇ－ＴＯＲＩＣＯ
7139,東京高圧山崎,Ｐ－東京高圧
7140,ペットゴー,Ｇ－ペットゴー
7148,ＦＰＧ,ＦＰＧ
7150,島根銀行,島根銀行
7157,ライフネット生命保険,ライフネット生命
7161,じもとホールディングス,じもとＨＤ
7162,アストマックス,アストマックス
7163,住信ＳＢＩネット銀行,住信ＳＢＩネット銀
7164,全国保証,全国保証
7167,めぶきフィナンシャルグループ,めぶきＦＧ
7170,中央インターナショナルグループ,Ｐ－中央グループ
7172,ジャパンインベストメントアドバイザー,ＪＩＡ
7173,東京きらぼしフィナンシャルグループ,東京きらぼしＦＧ
7175,今村証券,今村証券
7176,シンプレクス・ファイナンシャル・ホールディングス,Ｐ－シンプレクスＦＨ
7177,ＧＭＯフィナンシャルホールディングス,ＧＭＯＦＨＤ
7180,九州フィナンシャルグループ,九州ＦＧ
7181,かんぽ生命保険,かんぽ生命保険
7182,ゆうちょ銀行,ゆうちょ銀行
7183,あんしん保証,あんしん保証
7184,富山第一銀行,富山第一銀行
7185,ヒロセ通商,ヒロセ通商
7186,横浜フィナンシャルグループ,横浜ＦＧ
7187,ジェイリース,ジェイリース
7189,西日本フィナンシャルホールディングス,西日本ＦＨ
7191,イントラスト,イントラスト
7192,日本モーゲージサービス,日本モーゲージＳ
7196,Ｃａｓａ,Ｃａｓａ
7198,ＳＢＩアルヒ,ＳＢＩアルヒ
7199,プレミアグループ,プレミアグループ
7201,日産自動車,日産自
7202,いすゞ自動車,いすゞ自
7203,トヨタ自動車,トヨタ自
7205,日野自動車,日野自
7208,カネミツ,カネミツ
7211,三菱自動車工業,三菱自
7212,エフテック,エフテック
7213,レシップホールディングス,レシップＨＤ
7214,ＧＭＢ,ＧＭＢ
7215,ファルテック,ファルテック
7217,テイン,テイン
7218,田中精密工業,田中精密
7219,エッチ・ケー・エス,ＨＫＳ
7220,武蔵精密工業,武蔵精密
7222,日産車体,日産車体
7224,新明和工業,新明和工
7226,極東開発工業,極東開
7228,デイトナ,デイトナ
7229,ユタカ技研,ユタカ技研
7231,トピー工業,トピー工
7235,東京ラヂエーター製造,東ラヂエタ
7236,ティラド,ティラド
7238,曙ブレーキ工業,曙ブレーキ
7239,タチエス,タチエス
7240,ＮＯＫ,ＮＯＫ
7241,フタバ産業,フタバ産
7242,カヤバ,カヤバ
7244,市光工業,市光工
7245,大同メタル工業,大同メタル
7246,プレス工業,プレス工
7247,ミクニ,ミクニ
7250,太平洋工業,太平洋工
7254,ユニバンス,ユニバンス
7255,桜井製作所,桜井製作
7256,河西工業,河西工
7259,アイシン,アイシン
7261,マツダ,マツダ
7264,ムロコーポレーション,ＭＵＲＯ
7265,エイケン工業,エイケン工業
7266,今仙電機製作所,今仙電機
7267,本田技研工業,ホンダ
7269,スズキ,スズキ
7270,ＳＵＢＡＲＵ,ＳＵＢＡＲＵ
7271,安永,安永
7272,ヤマハ発動機,ヤマハ発
7273,イクヨ,イクヨ
7276,小糸製作所,小糸製
7277,ＴＢＫ,ＴＢＫ
7278,エクセディ,エクセディ
7279,ハイレックスコーポレーション,ハイレックス
7280,ミツバ,ミツバ
7282,豊田合成,豊田合
7283,愛三工業,愛三工
7284,盟和産業,盟和産
7287,日本精機,日本精機
7291,日本プラスト,日本プラスト
7292,村上開明堂,村上開明
7294,ヨロズ,ヨロズ
7296,エフ・シー・シー,ＦＣＣ
7297,カーメイト,カーメイト
7299,フジオーゼックス,フジオーゼ
7305,新家工業,新家工
7309,シマノ,シマノ
7313,テイ・エス　テック,ＴＳテック
7314,小田原機器,小田原機
7317,松屋アールアンドディ,Ｇ－松屋Ｒ＆Ｄ
7318,セレンディップ・ホールディングス,Ｇ－セレンディップ
7320,Ｓｏｌｖｖｙ,Ｇ－Ｓｏｌｖｖｙ
7322,三十三フィナンシャルグループ,３３ＦＧ
7325,アイリックコーポレーション,Ｇ－アイリック
7326,ＳＢＩインシュアランスグループ,Ｇ－ＳＢＩインシュ
7327,第四北越フィナンシャルグループ,第四北越ＦＧ
7337,ひろぎんホールディングス,ひろぎんＨＤ
7343,ブロードマインド,Ｇ－ブロードマインド
7345,アイ・パートナーズフィナンシャル,Ｇ－アイパートナーズ
7347,マーキュリアホールディングス,マーキュリアＨＤ
7350,おきなわフィナンシャルグループ,おきなわＦＧ
7351,グッドパッチ,Ｇ－グッドパッチ
7352,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,Ｇ－ＴＷＯＳＴＯＮＥ
7353,ＫＩＹＯラーニング,Ｇ－ＫＩＹＯ
7354,ダイレクトマーケティングミックス,ＤｍＭｉＸ
7355,一寸房,Ｐ－一寸房
7356,Ｒｅｔｔｙ,Ｇ－Ｒｅｔｔｙ
7357,ジオコード,ジオコード
7358,ポピンズ,ポピンズ
7359,東京通信グループ,Ｇ－東京通信Ｇ
7360,オンデック,Ｇ－オンデック
7361,ヒューマンクリエイションホールディングス,Ｇ－ＨＣＨ
7362,Ｔ．Ｓ．Ｉ,Ｇ－Ｔ．Ｓ．Ｉ
7363,ベビーカレンダー,Ｇ－ベビーカレンダー
7364,琉球アスティーダスポーツクラブ,Ｐ－琉球アスティーダ
7366,ＬＩＴＡＬＩＣＯ,ＬＩＴＡＬＩＣＯ
7367,セルム,セルム
7368,表示灯,表示灯
7369,メイホーホールディングス,Ｇ－メイホーＨＤ
7370,Ｅｎｊｉｎ,Ｇ－Ｅｎｊｉｎ
7371,Ｚｅｎｋｅｎ,Ｇ－Ｚｅｎｋｅｎ
7372,デコルテ・ホールディングス,Ｇ－デコルテＨＤ
7373,アイドマ・ホールディングス,Ｇ－アイドマＨＤ
7374,コンフィデンス・インターワークス,Ｇ－コンフィデンスＩ
7375,リファインバースグループ,Ｇ－リファインバスＧ
7376,ＢＣＣ,Ｇ－ＢＣＣ
7377,ＤＮホールディングス,ＤＮホールディングス
7378,アシロ,Ｇ－アシロ
7379,サーキュレーション,Ｇ－サーキュ
7380,十六フィナンシャルグループ,十六ＦＧ
7381,ＣＣＩグループ,ＣＣＩグループ
7383,ネットプロテクションズホールディングス,ネットプロＨＤ
7384,プロクレアホールディングス,プロクレアＨＤ
7388,ＦＰパートナー,ＦＰパートナー
7389,あいちフィナンシャルグループ,あいちＦＧ
7399,ナンシン,ナンシン
7409,ＡｅｒｏＥｄｇｅ,Ｇ－ＡｅｒｏＥｄｇｅ
7412,アトム,アトム
7413,創健社,創健社
7414,小野建,小野建
7416,はるやまホールディングス,はるやまＨＤ
7417,南陽,南陽
7419,ノジマ,ノジマ
7420,佐鳥電機,佐鳥電機
7421,カッパ・クリエイト,カッパ・クリエイト
7422,東邦レマック,東邦レマック
7425,初穂商事,初穂商事
7426,山大,山大
7427,エコートレーディング,エコーＴＤ
7433,伯東,伯東
7434,オータケ,オータケ
7435,ナ・デックス,ナ・デックス
7438,コンドーテック,コンドーテック
7442,中山福,中山福
7443,横浜魚類,横浜魚類
7444,ハリマ共和物産,ハリマ共和物産
7445,ライトオン,ライトオン
7446,東北化学薬品,東北化学
7447,ナガイレーベン,ナガイレーベ
7450,サンデー,サンデー
7451,三菱食品,三菱食品
7453,良品計画,良品計画
7455,パリミキホールディングス,パリミキＨＤ
7456,松田産業,松田産
7458,第一興商,第一興商
7459,メディパルホールディングス,メディパル
7460,ヤギ,ヤギ
7461,キムラ,キムラ
7462,ＣＡＰＩＴＡ,ＣＡＰＩＴＡ
7463,アドヴァングループ,アドヴァングループ
7464,セフテック,セフテック
7466,ＳＰＫ,ＳＰＫ
7467,萩原電気ホールディングス,萩原電気ＨＤ
7472,鳥羽洋行,鳥羽洋行
7475,アルビス,アルビス
7476,アズワン,アズワン
7477,ムラキ,ムラキ
7480,スズデン,スズデン
7481,尾家産業,尾家産
7482,シモジマ,シモジマ
